oem_id,car_model_id,car_variant_id,year,km_driven,fuel,seller_type,transmission,owner,rating,car_showroom_price,selling_price,RTO,id
9,95,655,2015,55000,Diesel,Dealer,Manual,First Owner,9,708601,530000,2610,138
7,25,68,2011,175000,Diesel,Individual,Manual,First Owner,10,227353,175000,127,139
1,37,728,2016,38000,Diesel,Dealer,Manual,First Owner,6,554740,381000,1930,140
13,63,897,2014,46000,Petrol,Dealer,Automatic,First Owner,10,653593,440000,2407,141
22,163,1422,2007,180000,Diesel,Individual,Manual,First Owner,7,1580496,750000,3973,142
2,8,16,2013,60000,Petrol,Individual,Manual,Second Owner,8,1735572,900000,4052,143
2,8,16,2018,35000,Petrol,Individual,Manual,First Owner,6,358964,200000,641,144
7,46,1105,2013,120000,Diesel,Individual,Manual,First Owner,8,840956,450000,2998,145
20,164,1427,2013,167223,Diesel,Dealer,Automatic,First Owner,9,3137534,2000000,4239,146
1,58,393,2016,15000,Petrol,Individual,Manual,First Owner,10,441939,380000,1063,147
10,138,1416,2018,40000,Diesel,Individual,Manual,First Owner,8,1562004,1000000,3956,148
2,89,762,2018,2000,Petrol,Individual,Manual,First Owner,6,944351,600000,3248,149
2,30,89,2010,70000,Petrol,Individual,Manual,First Owner,7,326775,250000,482,150
1,37,688,2019,15000,Petrol,Individual,Automatic,Second Owner,10,534627,350000,1785,151
4,11,459,2010,60000,Petrol,Individual,Manual,Second Owner,10,337433,210000,532,152
10,57,451,2013,1000,Diesel,Dealer,Manual,Second Owner,10,629499,450000,2311,153
2,3,232,2003,90000,Petrol,Individual,Manual,Second Owner,7,572073,70000,2040,154
1,53,180,2016,120000,Diesel,Individual,Manual,First Owner,7,422218,250000,949,155
3,19,630,2007,70000,Petrol,Individual,Manual,Second Owner,10,515036,85000,1629,156
11,70,711,2007,55800,Petrol,Dealer,Manual,Second Owner,10,543283,215000,1853,157
2,8,101,2016,60000,Petrol,Individual,Manual,First Owner,6,482996,245000,1362,158
10,29,396,2018,5550,Petrol,Individual,Manual,Second Owner,7,421417,245000,942,159
3,54,1018,2013,33000,,Individual,Manual,Second Owner,1,744569,390000,2732,160
2,32,487,2003,50000,Petrol,Individual,Manual,First Owner,6,459552,60000,1185,161
3,4,40,2012,50000,Diesel,Individual,Manual,First Owner,10,397625,200000,814,162
7,127,1029,2013,85036,Diesel,Dealer,Manual,Second Owner,7,1567647,900000,3960,163
2,8,205,2009,100000,Petrol,Individual,Manual,First Owner,9,407112,140000,864,164
4,24,210,2012,40000,Petrol,Individual,Manual,First Owner,10,470782,300000,1265,165
13,63,371,2013,95851,Diesel,Dealer,Manual,First Owner,9,428842,310000,980,166
3,4,9,2012,50000,Diesel,Individual,Manual,First Owner,10,177451,160000,30,167
7,33,759,2018,80000,Diesel,Individual,Manual,First Owner,8,910483,700000,3175,168
2,44,195,2009,220000,Diesel,Individual,Manual,First Owner,9,541527,180000,1842,169
14,72,420,2012,50000,Petrol,Individual,Manual,First Owner,8,429655,300000,988,170
9,23,63,2011,120000,Diesel,Individual,Manual,First Owner,6,274183,160000,258,171
11,39,1197,2015,55000,Diesel,Individual,Manual,First Owner,6,963593,610000,3300,172
1,158,107,2012,65000,Diesel,Dealer,Manual,First Owner,7,468051,350000,1249,173
2,47,926,2014,82000,Petrol,Dealer,Manual,Second Owner,8,595194,300000,2163,174
20,157,1367,2012,48000,Diesel,Dealer,Automatic,First Owner,6,3970746,2500000,4270,175
4,11,356,2014,39227,Petrol,Dealer,Manual,First Owner,9,607863,355000,2217,176
2,44,299,2009,50000,Diesel,Individual,Manual,First Owner,7,803547,300000,2907,177
2,30,89,2012,110000,Petrol,Individual,Manual,Second Owner,9,295988,225000,335,178
10,57,652,2013,60000,Diesel,Individual,Manual,Second Owner,10,522973,302000,1699,179
5,67,696,2015,146000,Diesel,Dealer,Manual,First Owner,8,535954,470000,1795,180
2,68,1317,2014,13250,Petrol,Dealer,Manual,First Owner,10,1193270,635000,3655,181
3,66,536,2015,50000,Diesel,Individual,Automatic,First Owner,10,1013405,650000,3393,182
2,44,1132,2018,30000,Petrol,Individual,Manual,First Owner,7,1228174,600000,3699,183
4,115,1138,2016,52600,Diesel,Individual,Manual,First Owner,8,605360,535000,2210,184
12,45,229,2018,25000,Petrol,Individual,Automatic,First Owner,10,328897,300000,496,185
5,85,643,2005,80000,Petrol,Individual,Manual,Third Owner,10,582755,50000,2097,186
13,56,1319,2018,14500,Petrol,Dealer,Manual,First Owner,9,1736704,930000,4053,187
2,32,486,2006,64700,Petrol,Individual,Manual,First Owner,10,458876,78000,1179,188
21,142,1380,2013,58500,Diesel,Dealer,Automatic,First Owner,10,2517831,1300000,4195,189
21,142,1380,2013,58500,Diesel,Dealer,Automatic,First Owner,10,1931355,1300000,4104,190
3,10,30,2009,60000,Petrol,Individual,Manual,First Owner,10,538622,70000,1816,191
4,14,21,2014,37605,Petrol,Dealer,Manual,First Owner,7,465128,260000,1227,192
4,134,842,2017,19890,Petrol,Dealer,Automatic,First Owner,8,796703,550000,2887,193
7,33,521,2019,24000,Diesel,Individual,Manual,First Owner,9,1480856,800000,3912,194
2,32,93,2007,70000,Petrol,Individual,Manual,First Owner,10,468283,60000,1250,195
2,89,1036,2019,40000,Petrol,Individual,Manual,First Owner,10,762539,630000,2778,196
1,7,31,2012,120000,Diesel,Individual,Manual,Second Owner,10,289860,200000,314,197
7,21,1104,2006,120000,Diesel,Individual,Manual,Second Owner,9,840783,300000,2997,198
1,122,1142,2017,15000,Petrol,Individual,Manual,First Owner,10,876114,750000,3105,199
1,107,1140,2019,10000,Petrol,Individual,Manual,First Owner,6,913931,500000,3187,200
13,56,1369,2018,14825,Petrol,Dealer,Manual,First Owner,9,1922156,1150000,4099,201
2,44,827,2015,90000,Diesel,Individual,Manual,First Owner,9,743125,350000,2729,202
1,158,240,2012,97000,Diesel,Individual,Manual,Second Owner,10,476438,450000,1312,203
5,15,1272,2017,44077,Petrol,Dealer,Automatic,First Owner,9,1100030,570000,3534,204
2,44,127,2014,60000,Diesel,Individual,Manual,Second Owner,10,421292,390000,940,205
13,97,852,2009,50000,Petrol,Individual,Manual,First Owner,10,694187,300000,2573,206
2,140,1187,2016,39503,Diesel,Dealer,Manual,First Owner,10,1212375,699000,3675,207
7,127,969,2017,40000,Diesel,Individual,Manual,First Owner,10,2009653,1000000,4116,208
2,8,16,2013,47000,Petrol,Dealer,Manual,First Owner,8,408173,225000,872,209
2,3,47,2015,32260,Petrol,Dealer,Manual,First Owner,10,644382,390000,2375,210
4,48,869,2016,68523,Petrol,Dealer,Manual,First Owner,10,633946,560000,2326,211
2,8,16,2014,40000,Petrol,Individual,Manual,First Owner,6,367960,200000,683,212
1,17,158,2012,120000,Diesel,Individual,Manual,First Owner,6,350519,190000,608,213
11,39,192,2013,50000,Petrol,Individual,Manual,Second Owner,10,313207,229999,414,214
2,3,51,2011,50000,Petrol,Individual,Manual,First Owner,9,316621,250000,432,215
4,48,1013,2012,70000,Diesel,Dealer,Manual,First Owner,9,741107,440000,2719,216
11,61,967,2011,135200,Diesel,Dealer,Manual,First Owner,6,699720,450000,2586,217
4,24,569,2010,120000,Diesel,Individual,Manual,Second Owner,10,490675,229999,1436,218
5,15,152,2012,80000,Diesel,Individual,Manual,Second Owner,8,447525,280000,1100,219
5,110,1280,2019,17000,Diesel,Individual,Manual,First Owner,9,1725151,950000,4050,220
2,5,378,2008,40000,Petrol,Individual,Manual,First Owner,7,412297,105000,895,221
11,39,968,2014,42000,Petrol,Dealer,Manual,Second Owner,10,700849,430000,2588,222
7,127,1110,2012,71042,Diesel,Dealer,Manual,First Owner,9,1197576,650000,3658,223
4,48,962,2017,35000,Petrol,Individual,Manual,First Owner,8,695185,570000,2575,224
10,57,681,2013,45000,Diesel,Individual,Manual,First Owner,9,531747,421000,1770,225
2,8,16,2018,30000,Petrol,Dealer,Manual,First Owner,8,440423,285000,1058,226
7,127,1029,2014,100000,Diesel,Individual,Manual,Second Owner,7,1433603,750000,3876,227
1,1,3,2011,70000,Diesel,Individual,Manual,First Owner,10,284553,120000,296,228
13,56,998,2014,27483,Diesel,Dealer,Manual,First Owner,7,1235230,600000,3709,229
3,50,876,2014,40000,Diesel,Individual,Manual,First Owner,10,637246,375000,2350,230
11,61,1159,2013,70000,Diesel,Individual,Manual,Second Owner,9,1223283,700000,3695,231
20,135,1525,2019,12999,Diesel,Dealer,Automatic,First Owner,10,9598350,4800000,4337,232
19,130,1372,2008,98600,Diesel,Dealer,Automatic,First Owner,10,1361180,795000,3826,233
4,129,1371,2018,27000,Petrol,Individual,Manual,First Owner,9,1343118,700000,3811,234
12,45,312,2017,15000,Petrol,Dealer,Manual,Second Owner,7,378505,210000,725,235
2,8,16,2018,35000,Petrol,Dealer,Manual,First Owner,7,439337,305000,1052,236
7,31,144,2014,89126,Diesel,Individual,Manual,First Owner,9,508901,285000,1582,237
4,48,619,2013,50000,Diesel,Individual,Manual,First Owner,9,586884,420000,2125,238
4,134,904,2018,25000,Diesel,Individual,Manual,First Owner,10,765536,465000,2791,239
13,97,635,2017,36000,Diesel,Dealer,Manual,First Owner,9,977164,725000,3320,240
4,11,973,2009,50000,Petrol,Individual,Manual,First Owner,10,550265,250000,1898,241
2,5,478,2004,50000,Petrol,Individual,Manual,First Owner,6,478995,95000,1337,242
7,46,697,2015,50000,Diesel,Individual,Manual,Second Owner,9,669383,500000,2462,243
2,89,703,2015,10000,Petrol,Individual,Manual,First Owner,9,540343,500000,1835,244
3,38,215,2012,120000,Diesel,Individual,Manual,First Owner,10,323016,180000,468,245
11,39,308,2012,70000,Petrol,Individual,Manual,Second Owner,9,376194,269000,716,246
2,8,205,2007,70000,Petrol,Individual,Manual,First Owner,7,470722,100000,1264,247
4,48,834,2016,60000,Diesel,Individual,Manual,First Owner,10,1004998,550000,3379,248
5,15,25,2010,102307,Diesel,Dealer,Manual,First Owner,6,215414,160000,91,249
4,115,1351,2015,84000,Diesel,Dealer,Manual,First Owner,9,1271497,850000,3758,250
2,3,295,2016,33000,Petrol,Dealer,Manual,First Owner,10,718504,360000,2641,251
1,107,1140,2018,5000,Petrol,Individual,Manual,First Owner,9,875307,509999,3103,252
1,28,986,2015,55250,Diesel,Individual,Manual,First Owner,6,715434,399000,2631,253
5,132,1069,2016,29600,Diesel,Dealer,Manual,First Owner,8,803933,700000,2909,254
2,44,305,2015,91365,Diesel,Dealer,Manual,First Owner,10,642934,470000,2372,255
3,50,865,2014,30000,Petrol,Individual,Manual,First Owner,10,631381,350000,2319,256
4,24,1228,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,9,1415017,760000,3870,257
2,68,926,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,10,1157690,625000,3617,258
7,33,720,2009,178000,Diesel,Individual,Manual,Second Owner,9,742815,300000,2726,259
7,21,1465,2019,35000,Diesel,Individual,Manual,First Owner,10,1900613,1350000,4096,260
11,70,1274,2011,120000,Diesel,Individual,Manual,First Owner,10,1102421,550000,3542,261
2,89,1192,2018,26000,Petrol,Individual,Automatic,First Owner,10,959056,700000,3287,262
3,10,62,2010,73000,Petrol,Individual,Manual,First Owner,9,224787,110000,115,263
4,24,66,2013,45264,Diesel,Dealer,Manual,First Owner,6,913453,580000,3184,264
20,135,1525,2017,40000,Diesel,Individual,Automatic,First Owner,6,3088949,2900000,4237,265
21,156,1537,2018,22000,Petrol,Individual,Automatic,First Owner,9,4578843,3100000,4288,266
2,112,978,2016,30000,Petrol,Dealer,Manual,First Owner,8,711054,625000,2616,267
2,32,93,2006,70000,Petrol,Individual,Manual,Second Owner,9,527644,55000,1738,268
2,9,947,2014,133000,Diesel,Individual,Manual,First Owner,10,614280,350000,2246,269
6,60,909,2012,45454,Diesel,Dealer,Manual,First Owner,10,557940,390000,1951,270
1,58,407,2016,70000,Diesel,Individual,Manual,First Owner,7,426218,250000,969,271
10,57,681,2012,150000,Diesel,Individual,Manual,First Owner,9,572514,375000,2044,272
2,8,67,2014,40000,Petrol,Individual,Manual,First Owner,10,295522,175000,334,273
6,60,248,2011,65000,Diesel,Individual,Manual,Second Owner,10,643554,300000,2374,274
6,60,1337,2017,40219,Diesel,Dealer,Automatic,First Owner,10,1755093,890000,4058,275
4,20,646,2006,52000,Petrol,Individual,Manual,Second Owner,9,520482,145000,1678,276
1,1,50,2010,70000,Petrol,Individual,Manual,First Owner,8,301804,99000,363,277
6,16,445,2012,77000,Diesel,Dealer,Manual,Third Owner,6,443070,335000,1071,278
7,88,599,2008,90000,Petrol,Individual,Manual,First Owner,6,501221,80000,1523,279
4,14,21,2013,3240,Petrol,Individual,Manual,Second Owner,8,461349,280000,1201,280
5,15,1048,2019,25000,Petrol,Individual,Manual,First Owner,7,780096,600000,2835,281
2,68,1055,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,8,629634,480000,2312,282
11,70,1023,2008,35000,Petrol,Individual,Manual,Second Owner,9,810681,400000,2925,283
20,183,1550,2019,30000,Diesel,Dealer,Automatic,First Owner,6,9407487,4950000,4336,284
14,52,991,2015,46957,Diesel,Dealer,Automatic,First Owner,10,1043838,599000,3449,285
4,24,746,2010,135000,Diesel,Individual,Manual,First Owner,10,562452,325000,1986,286
4,48,592,2012,120000,Diesel,Individual,Manual,Second Owner,7,551501,450000,1907,287
11,61,1222,2014,200000,Diesel,Individual,Manual,Second Owner,6,2125935,1200000,4135,288
2,89,837,2016,64672,Diesel,Trustmark Dealer,Manual,First Owner,9,1313572,770000,3795,289
5,15,954,2018,14681,Diesel,Dealer,Manual,First Owner,8,689544,624000,2552,290
11,39,1306,2017,6480,Petrol,Trustmark Dealer,Manual,First Owner,7,1158362,650000,3618,291
1,1,45,2010,100000,Diesel,Individual,Manual,Third Owner,10,208274,75000,76,292
2,8,478,2012,70000,Petrol,Individual,Manual,Second Owner,9,265818,140000,228,293
4,12,571,2009,106000,Petrol,Individual,Manual,Third Owner,8,487284,114999,1407,294
21,142,1378,2008,70000,Petrol,Individual,Automatic,Third Owner,9,1378695,650000,3845,295
2,44,127,2018,50000,Diesel,Individual,Manual,First Owner,9,778729,500000,2829,296
21,174,1527,2013,49000,Diesel,Dealer,Automatic,First Owner,7,3155103,2800000,4240,297
4,134,766,2017,53261,Petrol,Dealer,Manual,First Owner,8,651074,480000,2397,298
2,44,299,2008,82000,Diesel,Individual,Manual,Second Owner,8,764628,250000,2787,299
4,20,61,2009,120000,Petrol,Individual,Manual,First Owner,8,515401,140000,1636,300
4,14,69,2012,60000,Petrol,Individual,Manual,First Owner,10,346171,170000,578,301
2,47,947,2015,70000,Diesel,Individual,Manual,Second Owner,7,579090,390000,2081,302
14,69,1078,2012,48500,Diesel,Individual,Automatic,Second Owner,10,813836,450000,2932,303
13,63,388,2014,56541,Diesel,Dealer,Manual,First Owner,9,634810,409999,2329,304
1,158,879,2012,42655,Diesel,Individual,Manual,First Owner,10,640273,450000,2362,305
11,39,343,2012,137250,Diesel,Individual,Manual,Second Owner,9,602578,345000,2202,306
3,74,527,2007,120000,Diesel,Individual,Manual,Third Owner,10,495425,160000,1477,307
1,1,81,2011,120000,Diesel,Individual,Manual,Second Owner,9,286048,120000,303,308
2,3,141,2014,59059,Petrol,Dealer,Manual,First Owner,8,613070,300000,2239,309
13,92,625,2006,70000,Petrol,Individual,Automatic,First Owner,6,512276,125000,1610,310
20,154,1489,2011,60000,Diesel,Individual,Automatic,First Owner,10,2209694,1375000,4152,311
11,39,223,2012,124000,Diesel,Individual,Manual,First Owner,10,566934,300000,2004,312
2,89,837,2017,14000,Diesel,Dealer,Manual,First Owner,9,1306588,835000,3790,313
2,8,205,2010,36000,Petrol,Individual,Manual,First Owner,6,189677,160000,44,314
